signal,decision,stop_index,stop_date,stop_time_years,evidence_at_stop,posterior_mean_at_stop,posterior_dead_at_stop,calibration_months,validation_months,monthly_sigma,validation_increment_mean,validation_increment_variance_over_dt,validation_lag1_autocorr,holdout_months,holdout_mean_return_percent,holdout_t_stat,decision_label,first_date,last_date
LRreversal,-1,59,1984-12-31,4.916666666666666,0.5819482807823935,0.019943226153180185,0.7669247336137581,120,240,5.2397805894563065,0.03246989729951906,0.7403997468654107,0.20353284668532395,120,0.5096276940183297,1.1464440142108956,reject,1970-01-30,2020-12-31
Leverage,1,46,1983-11-30,3.833333333333333,3.8099959952709326,0.14790597770419275,0.5756324657122919,120,240,3.231403028854407,0.046707366476436016,1.4816208366401142,0.36572269098926435,120,0.5984890637301163,2.2971774214093146,activate,1970-01-30,2020-12-31
MRreversal,-1,47,1983-12-30,3.9166666666666665,0.06572441315349808,0.002179205878613269,0.7578224309387923,120,240,3.633815447526088,0.03550574024348527,0.7597535681054977,0.06265573134315391,120,0.5622726834826214,1.8818640545261303,reject,1970-01-30,2020-12-31
MS,1,40,1989-06-30,3.333333333333333,3.70123252057178,0.14688821278012115,0.5749501180133213,120,240,7.685523807482417,0.041870626283997875,0.25899700093418204,0.033042082241219566,120,1.36260938922567,4.078612188066727,activate,1974-09-30,2020-12-31
MaxRet,1,45,1983-10-31,3.75,3.7881909687437934,0.14760141749518896,0.5758070974929853,120,240,5.5815378315189355,0.06112992348367031,1.2307749420885492,0.1460528013496909,120,1.4506519854061446,3.2968740232277907,activate,1970-01-30,2020-12-31
MeanRankRevGrowth,1,42,1983-07-29,3.5,3.4972042318014536,0.13743718132575122,0.5946089877270153,120,240,2.4540309184560143,0.03442206165246965,0.7639171675719219,0.09793166744882578,120,0.38224362283641766,1.8980371047230267,activate,1970-01-30,2020-12-31
Mom12m,1,35,1982-12-31,2.9166666666666665,3.8024912993981674,0.1537875834437163,0.5587571333959344,120,240,6.178622939233541,0.06488933357759953,0.778058366519954,-0.039865612233644786,120,1.0649059986372211,2.0208233297482026,activate,1970-01-30,2020-12-31
Mom12mOffSeason,1,40,1983-05-31,3.333333333333333,3.4950505702789045,0.13845989477355697,0.591592345244451,120,240,7.219485537739294,0.06309739709590947,0.530936899565217,0.018692248543668525,120,1.2465437742324166,2.2840413591741497,activate,1970-01-30,2020-12-31
Mom6m,1,55,1984-08-31,4.583333333333333,3.530146087021068,0.13248356355917193,0.6108087936033963,120,240,6.117405155753341,0.04325100121041647,0.5889812059048053,-0.02448276161740189,120,0.4197176167655163,0.9625655402183553,activate,1970-01-30,2020-12-31
Mom6mJunk,1,22,1990-10-31,1.8333333333333333,3.439407055596095,0.1451478323492552,0.5691366092475426,120,240,3.9005324842880693,0.1224584579516191,3.4506027178550487,-0.03518009176714165,120,1.9154607868168219,2.7272355244695,activate,1978-12-29,2017-03-31
MomOffSeason,-1,76,1986-05-30,6.333333333333333,1.1163518365545126,0.0357534356856032,0.7739984727350694,120,240,6.318047355037778,0.03807302555124496,0.7701443400615774,0.11182344922400875,120,1.206078760122453,1.8898071305829063,reject,1970-01-30,2020-12-31
MomOffSeason06YrPlus,1,51,1984-04-30,4.25,3.501545839809331,0.132865886091399,0.6080926897687532,120,240,3.5753686259115613,0.045396932645035644,0.4954013510838736,0.1542014462573757,120,0.7642429524205211,3.1730451662439756,activate,1970-01-30,2020-12-31
MomOffSeason11YrPlus,1,77,1986-06-30,6.416666666666666,3.4655813414996506,0.1184454119186507,0.6491567355340804,120,240,2.872060058823832,0.025047042587599475,0.592470062617135,0.11211861406915052,120,0.1703834841441415,0.845917661642124,activate,1970-01-30,2020-12-31
MomOffSeason16YrPlus,1,33,1982-10-29,2.75,3.5190072568327766,0.14291087829452992,0.5793277874429993,120,240,2.7015653967999365,0.026207145693647602,1.2441634585187626,0.061657146752941754,120,0.26688411097476983,0.8387768246601319,activate,1970-01-30,2020-12-31
MomRev,1,38,1983-03-31,3.1666666666666665,3.4980896209584107,0.13948495269311154,0.5885687874005097,120,240,4.436654238330375,0.07974342260865905,0.7828035688677007,0.09134878332897536,120,0.6972221916565234,1.9667198544721969,activate,1970-01-30,2020-12-31
